coo: 51.9255945_4.4753303;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2025-06-24;--;--;--;--;--;--;--;--;3.63;55.64;11.73;66.87;20.53;77.89;29.70;89.24;38.89;101.67;47.63;116.34;55.15;134.93;60.21;159.05;61.32;187.35;58.02;214.02;51.51;235.19;43.25;251.53;34.21;264.88;24.97;276.64;15.95;287.74;7.46;298.82;-0.15;310.31;--;--;--;--;--;--;
2025-06-25;--;--;--;--;--;--;--;--;3.58;55.61;11.68;66.85;20.48;77.87;29.65;89.22;38.84;101.65;47.58;116.31;55.10;134.87;60.18;158.97;61.30;187.25;58.02;213.92;51.51;235.10;43.26;251.46;34.22;264.81;24.99;276.58;15.96;287.69;7.47;298.76;-0.15;310.26;--;--;--;--;--;--;
2025-06-26;--;--;--;--;--;--;--;--;3.53;55.59;11.62;66.83;20.42;77.85;29.60;89.20;38.79;101.63;47.52;116.28;55.05;134.83;60.13;158.89;61.27;187.14;58.00;213.81;51.51;235.01;43.26;251.37;34.23;264.74;24.99;276.51;15.96;287.62;7.47;298.70;-0.15;310.20;--;--;--;--;--;--;
2025-06-27;--;--;--;--;--;--;--;--;3.47;55.57;11.56;66.81;20.36;77.84;29.53;89.19;38.72;101.61;47.46;116.26;54.99;134.79;60.08;158.81;61.23;187.04;57.98;213.70;51.50;234.91;43.26;251.29;34.23;264.66;24.99;276.44;15.96;287.56;7.46;298.64;-0.16;310.13;--;--;--;--;--;--;
2025-06-28;--;--;--;--;--;--;--;--;3.41;55.55;11.50;66.80;20.30;77.84;29.47;89.19;38.66;101.61;47.40;116.24;54.93;134.75;60.02;158.75;61.19;186.93;57.96;213.58;51.49;234.80;43.25;251.20;34.22;264.58;24.99;276.37;15.95;287.49;7.45;298.57;-0.18;310.07;--;--;--;--;--;--;
2025-06-29;--;--;--;--;--;--;--;--;3.34;55.54;11.43;66.80;20.23;77.84;29.40;89.19;38.59;101.61;47.32;116.24;54.86;134.73;59.96;158.68;61.14;186.83;57.92;213.46;51.47;234.69;43.24;251.10;34.21;264.50;24.98;276.29;15.94;287.41;7.43;298.50;-0.21;310.00;--;--;--;--;--;--;
2025-06-30;--;--;--;--;--;--;--;--;3.26;55.54;11.36;66.80;20.15;77.84;29.32;89.19;38.51;101.61;47.25;116.24;54.78;134.71;59.89;158.62;61.08;186.72;57.88;213.34;51.44;234.58;43.22;251.00;34.19;264.41;24.96;276.21;15.92;287.34;7.41;298.42;-0.24;309.93;--;--;--;--;--;--;
2025-07-01;--;--;--;--;--;--;--;--;3.19;55.54;11.28;66.81;20.07;77.85;29.24;89.21;38.43;101.63;47.17;116.24;54.70;134.70;59.82;158.57;61.02;186.62;57.84;213.22;51.41;234.46;43.19;250.89;34.17;264.31;24.94;276.12;15.89;287.25;7.38;298.35;-0.28;309.85;--;--;--;--;--;--;
2025-07-02;--;--;--;--;--;--;--;--;3.10;55.54;11.19;66.82;19.99;77.87;29.16;89.23;38.35;101.65;47.08;116.26;54.62;134.69;59.73;158.52;60.95;186.52;57.78;213.09;51.37;234.33;43.16;250.78;34.15;264.21;24.91;276.03;15.86;287.17;7.34;298.27;-0.32;309.78;--;--;--;--;--;--;
2025-07-03;--;--;--;--;--;--;--;--;3.01;55.55;11.10;66.83;19.90;77.89;29.07;89.25;38.26;101.67;46.99;116.28;54.53;134.69;59.64;158.48;60.87;186.42;57.72;212.96;51.33;234.21;43.13;250.66;34.11;264.11;24.88;275.94;15.83;287.08;7.30;298.18;-0.37;309.70;--;--;--;--;--;--;
2025-07-04;--;--;--;--;--;--;--;--;2.92;55.56;11.01;66.85;19.81;77.91;28.98;89.28;38.17;101.71;46.90;116.31;54.43;134.70;59.55;158.44;60.78;186.32;57.65;212.83;51.27;234.07;43.08;250.54;34.07;264.00;24.84;275.84;15.78;286.99;7.25;298.10;-0.42;309.62;--;--;--;--;--;--;
2025-07-05;--;--;--;--;--;--;--;--;2.82;55.58;10.91;66.88;19.71;77.95;28.89;89.32;38.07;101.74;46.80;116.34;54.33;134.72;59.45;158.41;60.69;186.23;57.58;212.70;51.22;233.94;43.04;250.42;34.03;263.89;24.79;275.73;15.74;286.89;7.20;298.01;-0.49;309.53;--;--;--;--;--;--;
2025-07-06;--;--;--;--;--;--;--;--;2.71;55.60;10.81;66.91;19.61;77.98;28.79;89.36;37.97;101.79;46.70;116.38;54.22;134.74;59.34;158.39;60.59;186.13;57.50;212.56;51.15;233.80;42.98;250.29;33.98;263.77;24.74;275.63;15.68;286.79;7.14;297.91;-0.56;309.45;--;--;--;--;--;--;
2025-07-07;--;--;--;--;--;--;--;--;2.61;55.63;10.70;66.94;19.51;78.03;28.68;89.41;37.87;101.84;46.59;116.43;54.11;134.77;59.23;158.37;60.49;186.04;57.41;212.42;51.08;233.66;42.92;250.16;33.92;263.65;24.69;275.52;15.62;286.69;7.07;297.82;-0.63;309.36;--;--;--;--;--;--;
2025-07-08;--;--;--;--;--;--;--;--;2.49;55.66;10.59;66.98;19.40;78.08;28.57;89.47;37.76;101.90;46.48;116.49;53.99;134.81;59.11;158.36;60.38;185.95;57.32;212.29;51.00;233.51;42.85;250.02;33.86;263.53;24.62;275.40;15.55;286.59;7.00;297.72;-0.71;309.27;--;--;--;--;--;--;
2025-07-09;--;--;--;--;--;--;--;--;2.38;55.69;10.48;67.03;19.29;78.13;28.46;89.53;37.65;101.97;46.36;116.55;53.87;134.85;58.98;158.35;60.26;185.87;57.22;212.15;50.92;233.36;42.78;249.88;33.79;263.40;24.55;275.29;15.48;286.48;6.92;297.62;-0.80;309.18;--;--;--;--;--;--;
2025-07-10;--;--;--;--;--;--;--;--;2.25;55.74;10.36;67.08;19.17;78.19;28.35;89.59;37.53;102.04;46.24;116.62;53.75;134.91;58.85;158.35;60.14;185.79;57.11;212.01;50.83;233.21;42.70;249.74;33.72;263.27;24.48;275.17;15.40;286.37;6.83;297.52;--;--;--;--;--;--;--;--;
2025-07-11;--;--;--;--;--;--;--;--;2.13;55.78;10.24;67.14;19.05;78.26;28.23;89.67;37.41;102.12;46.12;116.70;53.61;134.96;58.72;158.35;60.01;185.71;57.00;211.87;50.73;233.06;42.62;249.59;33.64;263.13;24.40;275.04;15.32;286.26;6.74;297.41;--;--;--;--;--;--;--;--;
2025-07-12;--;--;--;--;--;--;--;--;2.00;55.83;10.11;67.20;18.93;78.33;28.10;89.75;37.28;102.20;45.99;116.78;53.48;135.03;58.58;158.36;59.87;185.63;56.88;211.73;50.63;232.90;42.52;249.44;33.55;263.00;24.31;274.92;15.23;286.14;6.65;297.31;--;--;--;--;--;--;--;--;
2025-07-13;--;--;--;--;--;--;--;--;1.86;55.89;9.98;67.27;18.80;78.40;27.98;89.83;37.16;102.29;45.85;116.88;53.34;135.10;58.43;158.38;59.73;185.56;56.75;211.59;50.52;232.74;42.43;249.29;33.46;262.86;24.22;274.79;15.13;286.02;6.54;297.20;--;--;--;--;--;--;--;--;
2025-07-14;--;--;--;--;--;--;--;--;1.72;55.95;9.84;67.34;18.67;78.49;27.85;89.92;37.02;102.39;45.72;116.97;53.19;135.18;58.27;158.40;59.58;185.49;56.62;211.45;50.40;232.58;42.32;249.14;33.36;262.71;24.12;274.66;15.03;285.90;6.43;297.08;--;--;--;--;--;--;--;--;
2025-07-15;--;--;--;--;--;--;--;--;1.58;56.01;9.71;67.42;18.53;78.57;27.72;90.02;36.89;102.49;45.58;117.08;53.04;135.27;58.12;158.43;59.42;185.42;56.48;211.31;50.28;232.42;42.21;248.98;33.25;262.57;24.02;274.52;14.92;285.77;6.32;296.97;--;--;--;--;--;--;--;--;
