coo: 51.9255945_4.4753303;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2025-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;129.90;6.81;142.14;11.61;155.25;14.45;169.12;15.06;183.38;13.38;197.52;9.58;211.06;3.97;223.77;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.41;129.76;6.85;142.01;11.67;155.12;14.52;169.00;15.15;183.28;13.49;197.43;9.70;210.99;4.10;223.71;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.44;129.62;6.89;141.87;11.73;154.99;14.61;168.88;15.25;183.17;13.61;197.34;9.83;210.93;4.23;223.67;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.47;129.47;6.94;141.73;11.80;154.86;14.70;168.76;15.36;183.06;13.73;197.26;9.97;210.86;4.38;223.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.51;129.33;7.00;141.59;11.88;154.72;14.80;168.64;15.48;182.96;13.87;197.18;10.11;210.80;4.53;223.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.56;129.18;7.07;141.45;11.97;154.59;14.90;168.52;15.60;182.86;14.00;197.10;10.26;210.75;4.68;223.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.62;129.03;7.14;141.30;12.06;154.46;15.01;168.40;15.73;182.76;14.15;197.03;10.41;210.70;4.84;223.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.68;128.88;7.22;141.16;12.16;154.32;15.13;168.28;15.87;182.67;14.30;196.95;10.57;210.65;5.01;223.49;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.75;128.72;7.31;141.01;12.27;154.18;15.26;168.16;16.02;182.57;14.46;196.88;10.74;210.61;5.18;223.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.83;128.56;7.41;140.86;12.39;154.05;15.40;168.04;16.17;182.48;14.62;196.82;10.91;210.57;5.35;223.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.92;128.40;7.51;140.71;12.51;153.91;15.54;167.92;16.33;182.39;14.79;196.76;11.09;210.54;5.53;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.01;128.24;7.62;140.56;12.64;153.77;15.69;167.81;16.49;182.30;14.97;196.70;11.28;210.51;5.72;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.11;128.08;7.73;140.41;12.77;153.64;15.84;167.69;16.67;182.21;15.16;196.64;11.47;210.48;5.91;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.21;127.91;7.86;140.25;12.92;153.50;16.01;167.58;16.84;182.13;15.35;196.59;11.66;210.46;6.11;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.33;127.75;7.99;140.10;13.07;153.36;16.18;167.47;17.03;182.05;15.54;196.55;11.86;210.45;6.31;223.46;-0.71;235.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.45;127.58;8.13;139.94;13.23;153.23;16.35;167.36;17.22;181.97;15.75;196.50;12.07;210.44;6.52;223.48;-0.51;235.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.57;127.41;8.27;139.79;13.39;153.09;16.54;167.25;17.42;181.89;15.96;196.46;12.28;210.43;6.73;223.50;-0.30;235.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.71;127.24;8.42;139.63;13.56;152.96;16.73;167.14;17.63;181.82;16.17;196.43;12.50;210.43;6.95;223.53;-0.08;235.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.85;127.07;8.58;139.48;13.74;152.82;16.93;167.03;17.84;181.75;16.39;196.39;12.72;210.43;7.17;223.56;0.13;235.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.99;126.90;8.75;139.32;13.93;152.69;17.13;166.93;18.06;181.68;16.62;196.36;12.95;210.44;7.39;223.60;0.35;235.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.15;126.72;8.92;139.16;14.12;152.55;17.34;166.82;18.28;181.61;16.85;196.34;13.18;210.45;7.62;223.64;0.58;235.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.31;126.55;9.10;139.01;14.32;152.42;17.56;166.72;18.51;181.55;17.08;196.32;13.42;210.47;7.86;223.69;0.80;235.98;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.48;126.38;9.29;138.85;14.52;152.28;17.78;166.62;18.75;181.49;17.33;196.30;13.66;210.49;8.09;223.74;1.03;236.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.65;126.20;9.48;138.69;14.74;152.15;18.01;166.53;18.99;181.44;17.57;196.29;13.91;210.52;8.33;223.80;1.27;236.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.83;126.02;9.68;138.53;14.95;152.02;18.25;166.43;19.24;181.38;17.83;196.28;14.16;210.55;8.58;223.87;1.50;236.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.02;125.85;9.88;138.38;15.18;151.89;18.49;166.34;19.49;181.33;18.09;196.28;14.42;210.59;8.83;223.94;1.75;236.32;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.21;125.67;10.09;138.22;15.41;151.76;18.73;166.24;19.75;181.29;18.35;196.28;14.68;210.63;9.08;224.01;1.99;236.42;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.41;125.49;10.31;138.06;15.64;151.63;18.99;166.15;20.01;181.24;18.62;196.28;14.94;210.68;9.34;224.09;2.24;236.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.61;125.31;10.53;137.90;15.89;151.50;19.25;166.06;20.28;181.20;18.89;196.29;15.21;210.73;9.60;224.18;2.49;236.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.83;125.14;10.76;137.75;16.14;151.38;19.51;165.98;20.56;181.16;19.17;196.30;15.48;210.78;9.86;224.27;2.74;236.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.04;124.96;11.00;137.59;16.39;151.25;19.78;165.90;20.84;181.13;19.45;196.32;15.76;210.85;10.13;224.37;2.99;236.88;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.27;124.78;11.24;137.43;16.65;151.13;20.06;165.81;21.12;181.10;19.73;196.34;16.04;210.91;10.39;224.47;3.25;237.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.50;124.60;11.49;137.28;16.92;151.00;20.34;165.73;21.41;181.07;20.02;196.37;16.32;210.98;10.67;224.58;3.51;237.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.73;124.42;11.74;137.12;17.19;150.88;20.63;165.66;21.71;181.05;20.32;196.40;16.61;211.06;10.94;224.69;3.77;237.28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.97;124.24;12.00;136.97;17.46;150.76;20.92;165.58;22.01;181.03;20.62;196.43;16.90;211.14;11.22;224.81;4.04;237.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.22;124.06;12.26;136.81;17.75;150.64;21.21;165.51;22.31;181.01;20.92;196.47;17.19;211.23;11.50;224.93;4.30;237.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.47;123.89;12.53;136.66;18.03;150.52;21.52;165.44;22.62;181.00;21.23;196.51;17.49;211.32;11.78;225.06;4.57;237.73;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.73;123.71;12.81;136.51;18.33;150.41;21.82;165.37;22.93;180.99;21.54;196.56;17.79;211.42;12.07;225.19;4.84;237.89;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.99;123.53;13.09;136.36;18.62;150.29;22.13;165.30;23.25;180.98;21.85;196.61;18.09;211.52;12.35;225.33;5.11;238.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.26;123.35;13.37;136.20;18.92;150.18;22.45;165.24;23.57;180.98;22.17;196.67;18.39;211.63;12.64;225.48;5.39;238.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.53;123.18;13.66;136.05;19.23;150.06;22.77;165.18;23.90;180.98;22.49;196.73;18.70;211.74;12.93;225.62;5.66;238.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.81;123.00;13.96;135.90;19.54;149.95;23.09;165.12;24.23;180.98;22.81;196.79;19.01;211.85;13.23;225.78;5.94;238.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.09;122.82;14.25;135.75;19.86;149.84;23.42;165.07;24.56;180.99;23.14;196.86;19.32;211.98;13.52;225.94;6.22;238.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.38;122.65;14.56;135.60;20.18;149.73;23.75;165.01;24.90;181.00;23.47;196.94;19.64;212.10;13.82;226.10;6.50;238.95;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.62;110.39;7.67;122.47;14.87;135.46;20.50;149.63;24.09;164.96;25.24;181.01;23.80;197.02;19.96;212.23;14.12;226.27;6.78;239.15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.33;110.20;7.96;122.30;15.18;135.31;20.83;149.52;24.43;164.91;25.58;181.03;24.14;197.10;20.28;212.37;14.42;226.44;7.06;239.34;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.05;110.00;8.26;122.12;15.50;135.16;21.17;149.42;24.78;164.86;25.93;181.05;24.47;197.19;20.60;212.51;14.72;226.62;7.35;239.55;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.24;109.81;8.57;121.95;15.82;135.02;21.50;149.31;25.12;164.82;26.28;181.07;24.81;197.28;20.92;212.65;15.02;226.80;7.63;239.75;-0.78;251.82;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.54;109.62;8.88;121.77;16.14;134.87;21.84;149.21;25.48;164.78;26.63;181.10;25.16;197.37;21.25;212.80;15.33;226.99;7.92;239.97;-0.51;252.05;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.84;109.42;9.19;121.60;16.47;134.73;22.19;149.11;25.83;164.74;26.99;181.13;25.50;197.47;21.57;212.96;15.64;227.18;8.20;240.18;-0.24;252.29;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.14;109.23;9.51;121.43;16.80;134.58;22.54;149.01;26.19;164.70;27.34;181.17;25.85;197.58;21.90;213.12;15.94;227.38;8.49;240.40;0.03;252.52;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.45;109.04;9.83;121.25;17.14;134.44;22.89;148.92;26.55;164.66;27.71;181.20;26.20;197.68;22.23;213.28;16.25;227.58;8.78;240.63;0.30;252.76;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.76;108.85;10.15;121.08;17.48;134.30;23.24;148.82;26.92;164.63;28.07;181.24;26.55;197.80;22.57;213.45;16.56;227.79;9.06;240.86;0.58;253.01;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.08;108.66;10.48;120.91;17.82;134.16;23.60;148.72;27.28;164.60;28.44;181.29;26.91;197.91;22.90;213.62;16.87;228.00;9.35;241.09;0.85;253.25;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.40;108.47;10.81;120.74;18.17;134.02;23.96;148.63;27.65;164.57;28.81;181.34;27.26;198.03;23.23;213.80;17.18;228.21;9.64;241.33;1.13;253.51;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.72;108.28;11.14;120.57;18.52;133.88;24.33;148.54;28.03;164.54;29.18;181.39;27.62;198.16;23.57;213.98;17.49;228.43;9.93;241.57;1.40;253.76;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.04;108.09;11.48;120.40;18.87;133.74;24.69;148.45;28.40;164.52;29.55;181.44;27.98;198.28;23.90;214.16;17.80;228.65;10.22;241.81;1.68;254.02;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.37;107.90;11.82;120.23;19.22;133.60;25.06;148.36;28.78;164.49;29.93;181.50;28.34;198.42;24.24;214.35;18.11;228.88;10.51;242.06;1.95;254.28;--;--;--;--;--;--;--;--;--;--;--;--;
2025-02-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.70;107.71;12.16;120.06;19.58;133.46;25.43;148.27;29.16;164.47;30.30;181.56;28.70;198.55;24.58;214.55;18.43;229.11;10.80;242.31;2.23;254.54;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.04;107.52;12.51;119.89;19.94;133.32;25.81;148.18;29.54;164.46;30.68;181.62;29.06;198.69;24.92;214.74;18.74;229.34;11.09;242.56;2.50;254.81;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.37;107.34;12.86;119.72;20.30;133.19;26.19;148.09;29.93;164.44;31.06;181.69;29.43;198.84;25.26;214.95;19.05;229.58;11.39;242.82;2.78;255.08;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.71;107.15;13.21;119.56;20.67;133.05;26.56;148.00;30.32;164.42;31.45;181.75;29.79;198.98;25.60;215.15;19.37;229.82;11.68;243.08;3.05;255.35;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.05;106.97;13.56;119.39;21.04;132.92;26.95;147.92;30.70;164.41;31.83;181.83;30.16;199.13;25.94;215.36;19.68;230.06;11.97;243.35;3.33;255.63;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.40;106.78;13.91;119.22;21.41;132.78;27.33;147.84;31.09;164.40;32.22;181.90;30.53;199.29;26.28;215.57;19.99;230.31;12.26;243.61;3.60;255.91;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.74;106.59;14.27;119.05;21.78;132.65;27.71;147.75;31.49;164.39;32.60;181.98;30.90;199.45;26.62;215.79;20.30;230.56;12.55;243.88;3.88;256.19;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.09;106.41;14.63;118.89;22.15;132.51;28.10;147.67;31.88;164.38;32.99;182.06;31.26;199.61;26.96;216.01;20.62;230.82;12.84;244.16;4.15;256.47;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.44;106.23;14.99;118.72;22.53;132.38;28.49;147.59;32.27;164.38;33.38;182.14;31.63;199.77;27.30;216.23;20.93;231.08;13.13;244.43;4.43;256.75;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.79;106.04;15.35;118.56;22.90;132.24;28.88;147.51;32.67;164.37;33.77;182.23;32.00;199.94;27.64;216.46;21.24;231.34;13.42;244.71;4.70;257.04;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.14;105.86;15.72;118.39;23.28;132.11;29.27;147.43;33.07;164.37;34.16;182.32;32.37;200.11;27.98;216.69;21.56;231.60;13.71;244.99;4.98;257.33;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.50;105.68;16.08;118.23;23.66;131.98;29.66;147.35;33.47;164.37;34.55;182.41;32.74;200.29;28.32;216.93;21.87;231.87;14.00;245.27;5.25;257.62;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.85;105.49;16.45;118.06;24.04;131.84;30.05;147.27;33.86;164.37;34.94;182.50;33.11;200.47;28.66;217.16;22.18;232.14;14.28;245.56;5.52;257.91;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.21;105.31;16.81;117.89;24.42;131.71;30.45;147.19;34.26;164.37;35.33;182.60;33.48;200.65;29.00;217.40;22.49;232.41;14.57;245.85;5.80;258.21;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-14;--;--;--;--;--;--;--;--;--;--;--;--;-0.56;93.20;8.57;105.13;17.18;117.73;24.80;131.58;30.84;147.11;34.66;164.37;35.72;182.70;33.85;200.83;29.34;217.65;22.80;232.68;14.86;246.14;6.07;258.50;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-15;--;--;--;--;--;--;--;--;--;--;--;--;-0.21;93.01;8.93;104.95;17.55;117.56;25.18;131.44;31.24;147.03;35.07;164.38;36.12;182.80;34.22;201.02;29.68;217.89;23.11;232.96;15.14;246.43;6.34;258.80;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-16;--;--;--;--;--;--;--;--;--;--;--;--;0.15;92.82;9.29;104.77;17.92;117.40;25.57;131.31;31.63;146.96;35.47;164.38;36.51;182.90;34.59;201.21;30.02;218.14;23.42;233.24;15.43;246.72;6.61;259.09;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-17;--;--;--;--;--;--;--;--;--;--;--;--;0.50;92.64;9.65;104.59;18.29;117.23;25.95;131.18;32.03;146.88;35.87;164.39;36.90;183.01;34.96;201.41;30.36;218.39;23.73;233.52;15.72;247.01;6.89;259.39;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-18;--;--;--;--;--;--;--;--;--;--;--;--;0.86;92.45;10.01;104.41;18.66;117.07;26.33;131.04;32.43;146.80;36.27;164.40;37.30;183.11;35.33;201.60;30.70;218.65;24.03;233.81;16.00;247.31;7.16;259.69;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-19;--;--;--;--;--;--;--;--;--;--;--;--;1.21;92.26;10.37;104.23;19.03;116.90;26.72;130.91;32.82;146.72;36.67;164.40;37.69;183.22;35.70;201.80;31.03;218.90;24.34;234.09;16.28;247.61;7.43;259.99;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-20;--;--;--;--;--;--;--;--;--;--;--;--;1.57;92.08;10.73;104.04;19.40;116.74;27.10;130.78;33.22;146.65;37.08;164.41;38.08;183.33;36.06;202.00;31.37;219.16;24.64;234.38;16.56;247.90;7.69;260.30;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-21;--;--;--;--;--;--;--;--;--;--;--;--;1.93;91.89;11.09;103.86;19.77;116.57;27.49;130.64;33.62;146.57;37.48;164.42;38.47;183.45;36.43;202.20;31.70;219.42;24.95;234.67;16.85;248.20;7.96;260.60;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-22;--;--;--;--;--;--;--;--;--;--;--;--;2.28;91.71;11.45;103.68;20.14;116.41;27.87;130.51;34.01;146.49;37.88;164.43;38.87;183.56;36.80;202.41;32.04;219.69;25.25;234.96;17.13;248.50;8.23;260.90;--;--;--;--;--;--;--;--;--;--;--;--;
2025-03-23;--;--;--;--;--;--;--;--;--;--;--;--;2.64;91.52;11.81;103.50;20.51;116.24;28.25;130.37;34.41;146.42;38.28;164.44;39.26;183.68;37.16;202.62;32.37;219.95;25.55;235.25;17.41;248.81;8.50;261.20;-0.71;273.08;--;--;--;--;--;--;--;--;--;--;
2025-03-24;--;--;--;--;--;--;--;--;--;--;--;--;3.00;91.34;12.17;103.32;20.88;116.08;28.64;130.24;34.81;146.34;38.68;164.46;39.65;183.80;37.53;202.83;32.70;220.22;25.86;235.55;17.69;249.11;8.76;261.51;-0.45;273.38;--;--;--;--;--;--;--;--;--;--;
2025-03-25;--;--;--;--;--;--;--;--;--;--;--;--;3.35;91.16;12.53;103.14;21.25;115.91;29.02;130.10;35.20;146.26;39.08;164.47;40.04;183.91;37.89;203.04;33.03;220.49;26.16;235.84;17.96;249.41;9.03;261.81;-0.19;273.68;--;--;--;--;--;--;--;--;--;--;
2025-03-26;--;--;--;--;--;--;--;--;--;--;--;--;3.71;90.97;12.89;102.96;21.62;115.74;29.40;129.97;35.60;146.18;39.48;164.48;40.43;184.04;38.25;203.25;33.36;220.76;26.45;236.14;18.24;249.71;9.29;262.11;0.08;273.98;--;--;--;--;--;--;--;--;--;--;
2025-03-27;--;--;--;--;--;--;--;--;--;--;--;--;4.06;90.79;13.25;102.78;21.99;115.58;29.78;129.83;35.99;146.10;39.88;164.49;40.81;184.16;38.61;203.47;33.69;221.03;26.75;236.43;18.51;250.02;9.56;262.42;0.34;274.29;--;--;--;--;--;--;--;--;--;--;
2025-03-28;--;--;--;--;--;--;--;--;--;--;--;--;4.42;90.61;13.61;102.60;22.35;115.41;30.16;129.69;36.38;146.02;40.28;164.51;41.20;184.28;38.97;203.69;34.01;221.31;27.05;236.73;18.79;250.32;9.82;262.72;0.60;274.58;--;--;--;--;--;--;--;--;--;--;
2025-03-29;--;--;--;--;--;--;--;--;--;--;--;--;4.77;90.43;13.96;102.42;22.72;115.24;30.54;129.55;36.77;145.94;40.67;164.52;41.59;184.40;39.33;203.90;34.34;221.58;27.34;237.03;19.06;250.63;10.08;263.02;0.86;274.88;--;--;--;--;--;--;--;--;--;--;
2025-03-30;--;--;--;--;--;--;--;--;--;--;--;--;5.12;90.24;14.32;102.24;23.08;115.07;30.91;129.41;37.17;145.86;41.07;164.53;41.97;184.53;39.69;204.12;34.66;221.86;27.63;237.33;19.33;250.93;10.34;263.32;1.12;275.18;--;--;--;--;--;--;--;--;--;--;
2025-03-31;--;--;--;--;--;--;--;--;--;--;--;--;5.47;90.06;14.67;102.06;23.45;114.90;31.29;129.27;37.55;145.78;41.46;164.54;42.35;184.66;40.05;204.35;34.98;222.14;27.93;237.63;19.60;251.23;10.60;263.62;1.38;275.48;--;--;--;--;--;--;--;--;--;--;
2025-04-01;--;--;--;--;--;--;--;--;--;--;--;--;5.82;89.88;15.02;101.88;23.81;114.73;31.67;129.13;37.94;145.70;41.86;164.56;42.73;184.78;40.40;204.57;35.30;222.41;28.22;237.93;19.87;251.54;10.86;263.93;1.64;275.77;--;--;--;--;--;--;--;--;--;--;
2025-04-02;--;--;--;--;--;--;--;--;--;--;--;--;6.17;89.70;15.37;101.70;24.17;114.56;32.04;128.99;38.33;145.62;42.25;164.57;43.11;184.91;40.75;204.79;35.62;222.69;28.50;238.23;20.14;251.84;11.12;264.23;1.89;276.07;--;--;--;--;--;--;--;--;--;--;
2025-04-03;--;--;--;--;--;--;--;--;--;--;--;--;6.52;89.52;15.72;101.52;24.52;114.39;32.41;128.85;38.71;145.53;42.64;164.58;43.49;185.04;41.10;205.02;35.94;222.97;28.79;238.53;20.41;252.14;11.37;264.52;2.15;276.36;--;--;--;--;--;--;--;--;--;--;
